AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_1,Quat_2,Quat_3,Quat_4
2.702,65096.2481,-0.52433,2.27689,1.89381,-3.34449,2.73057,0.39951,-1.5,-35.34,-49.68,30.742233,20.775356,-1.485339,0.9489655209121821,0.26295722,0.1704638,0.03549695
2.7222,65096.2681,-1.38385,1.24738,1.6927,-4.40373,1.90346,0.32193,-1.8,-34.86,-51.06,27.103861,22.68115,0.688517,0.9528831383595924,0.22859873,0.19254261,0.05180433
2.7416,65096.2891,-0.84515,0.68474,4.82192,-5.05369,0.55039,0.60781,-2.22,-34.32,-52.62,22.379736,23.405951,3.399805,0.959006524933771,0.18404046,0.20453155,0.06784128
2.7628,65096.3092,-0.9505,0.90022,8.22169,-5.05858,-0.08858,1.35551,-1.98,-33.96,-54.84,17.101221,22.454676,6.871001,0.9664821233860851,0.13403761,0.20093149,0.08702161
2.7837,65096.3291,0.52672,1.01993,10.13705,-4.62608,0.7648,1.88757,-1.74,-33.18,-57.06,12.483332,20.802456,10.899367,0.9714536178515965,0.08940782,0.18881464,0.11239725
2.8034,65096.3491,1.37188,0.23463,11.46583,-4.01644,1.62307,1.70676,-1.8,-31.86,-59.4,8.413538,20.3132,14.969309,0.9716284122124218,0.0486831,0.18377134,0.14069925
2.8465,65096.3692,1.35512,0.12689,13.56315,-3.00118,1.79472,1.19607,-1.44,-30.0,-61.44,4.984005,20.87623,18.367645,0.9686692916975616,0.0133239,0.18550652,0.16458921
2.8565,65096.3891,0.33519,0.82361,15.28937,-1.17714,1.49967,0.73548,-2.1,-27.72,-63.42,2.686413,21.745634,20.704529,0.96500203632814,-0.01124166,0.18964471,0.18077494
2.8837,65096.4091,-0.09098,1.71664,14.65012,1.14476,-0.02871,0.18998,-2.76,-26.16,-64.74,2.354258,22.189341,21.725899,0.9627778581709787,-0.01645977,0.19274186,0.18878148
2.8954,65096.4292,0.64643,1.28808,13.98453,3.32555,-2.06595,-0.65179,-2.28,-25.2,-65.64,4.232924,20.664167,21.031336,0.9653934423562239,0.00301138,0.18285134,0.18593499
2.9065,65096.4491,0.04549,0.86191,12.5097,4.85577,-3.12519,-1.23456,-2.4,-25.2,-65.93999,7.848932,17.471634,18.835066,0.9710903368369206,0.04194227,0.16054937,0.17160508
2.9249,65096.4691,2.69587,2.91135,12.54322,4.80995,-3.0812,-2.36649,-2.64,-25.74,-64.92,12.741914,13.391542,15.843664,0.9758431438015569,0.09318615,0.12996067,0.14885135
2.9477,65096.4892,-0.93374,2.38462,-1.403,1.82221,-5.94066,-1.50578,-2.94,-26.7,-63.96,17.047323,10.222818,11.995129,0.9782505771066826,0.13761422,0.10305144,0.11605402
2.9623,65096.5091,0.2083,0.9098,13.89355,0.27428,-4.09829,0.07941,-4.26,-27.9,-61.86,17.923414,3.50018,10.671683,0.9826111179456383,0.15222161,0.04451578,0.09655215
2.9791,65096.5291,2.96402,0.16041,11.73159,-0.97983,1.92178,0.10324,-5.34,-29.1,-60.54,17.28274,0.56839,10.800322,0.9841779931910617,0.14911903,0.019022,0.09378356
3.0,65096.5491,2.22421,3.65834,8.82982,-1.49112,2.58824,0.4105,-5.88,-29.52,-59.76,15.795681,2.836965,11.210294,0.9851443106433023,0.1343134,0.03781938,0.10010141
3.0195,65096.569,1.4868,5.02543,11.58075,-0.85277,-0.86132,0.16249,-6.3,-29.64,-59.64,14.206999,4.330638,11.919777,0.9857708502193689,0.11901286,0.05012123,0.1076087
3.0391,65096.5891,2.6001,4.90811,11.58075,-0.16799,-2.65665,-0.32376,-5.64,-29.22,-60.78,13.645517,2.131156,12.118653,0.9869671356585158,0.11616509,0.03089988,0.10698945
3.0592,65096.6091,5.68384,4.18985,12.44027,-0.36224,-2.23638,-0.92302,-5.46,-28.92,-61.14,13.595213,-1.285933,11.683074,0.9878871306225333,0.11887451,0.00096097,0.09973437
3.0846,65096.6291,2.45645,2.53067,9.88805,-0.36163,-3.16123,-0.84483,-5.46,-28.56,-61.68,13.285281,-3.98758,10.625224,0.9887940105459091,0.11830945,-0.02370521,0.0879053
3.1002,65096.6491,-0.85712,1.00078,9.75637,0.16677,-4.44832,-0.41844,-5.64,-28.56,-61.62,13.113976,-7.930978,9.728462,0.9881804897932334,0.11933341,-0.05879613,0.07617002
3.1212,65096.6691,0.76614,1.33357,11.93031,0.11484,-2.86313,-0.24129,-7.08,-28.86,-60.84,13.369508,-12.567392,9.330892,0.9849998714858847,0.12416569,-0.09893588,0.06760049
3.142,65096.6891,2.28886,2.81558,12.43548,-0.23763,-1.45447,-0.23946,-7.92,-28.32,-60.42,13.44205,-15.103125,9.0087,0.9826814822345558,0.12591177,-0.1210005,0.06198556
3.162,65096.7091,3.40934,3.14359,11.89918,-0.48991,-1.29137,0.01772,-9.12,-28.56,-59.64,13.147156,-16.425083,8.671367,0.9816605526405898,0.1237089,-0.13293453,0.05802653
3.2105,65096.7291,5.84903,4.67827,13.23275,-0.17654,-1.72875,-0.17959,-10.26,-28.62,-59.16,12.665971,-17.982775,8.493599,0.9802656856979446,0.12015468,-0.14683765,0.05550444
3.2155,65096.7491,5.34625,4.50589,13.61343,0.75564,-1.78556,-0.47586,-10.2,-28.14,-58.74,12.822926,-19.865032,8.222102,0.9777131817003657,0.12199929,-0.16308279,0.05096186
3.2208,65096.7691,3.04782,3.31836,14.27902,1.45508,-1.90407,-0.90347,-10.68,-28.02,-58.26,14.097356,-21.74572,7.95642,0.9738836438358328,0.13320698,-0.17839298,0.0445252
3.2432,65096.7891,-1.13485,1.69031,12.28944,1.64262,-3.48865,-1.19668,-10.74,-27.66,-57.6,16.010702,-23.555475,7.423037,0.9692139031585272,0.14913191,-0.19287741,0.03438587
3.2608,65096.8092,-0.11492,2.49955,11.21923,2.52043,-4.33165,-0.81856,-10.92,-27.48,-56.76,18.257673,-26.890156,6.851854,0.9607627853839168,0.16774957,-0.21993683,0.02056071
3.2822,65096.8311,6.97192,6.61757,13.05558,3.71101,-4.17649,-0.51435,-11.1,-28.08,-55.5,21.430256,-31.691296,7.590297,0.9465144672991093,0.19622643,-0.25585881,0.01190885
3.3079,65096.8512,7.48667,8.99502,11.81778,4.62181,-3.61388,-1.2761,-11.52,-28.62,-53.76,25.728163,-37.016304,9.629047,0.9271474331732124,0.23635298,-0.29066053,0.00716675
3.3291,65096.8711,3.61524,8.15705,-0.72784,2.20889,-2.56869,-1.56809,-11.82,-29.46,-51.66,30.887976,-41.620445,11.773139,0.905961036115679,0.28273198,-0.31511003,-0.00170221
3.3572,65096.8921,2.71263,5.76284,8.56885,-0.29505,-0.55955,-1.05802,-11.64,-29.94,-48.9,33.271221,-43.264156,10.942589,0.8966678032863595,0.29858664,-0.32623225,-0.02013425
3.367,65096.9121,4.96079,4.99191,9.39724,-0.57421,1.22845,-0.77641,-11.76,-30.6,-46.68,33.585651,-41.727234,9.187443,0.8999497522727223,0.29640812,-0.31824017,-0.03091705
3.3859,65096.9321,6.79474,6.05972,8.32943,-0.24801,1.49906,-0.98227,-11.04,-31.26,-44.94,33.617302,-39.084423,7.628423,0.906568653456375,0.2932156,-0.30137238,-0.03650448
3.4116,65096.9531,8.20972,7.41005,7.41484,0.20708,1.3268,-1.45814,-10.68,-31.38,-44.28,34.234016,-36.488312,6.206832,0.9113207132323666,0.29531693,-0.28362784,-0.0428686
3.4348,65096.9731,8.48744,6.04536,7.00065,0.75564,1.06046,-2.12642,-10.02,-32.04,-44.46,35.495403,-34.271923,4.741231,0.9130650931211871,0.30265227,-0.26832861,-0.05209123
3.4465,65096.9931,6.87854,5.29358,5.01346,1.06657,0.35552,-2.86374,-9.24,-32.1,-44.52,37.483204,-32.392143,2.949299,0.9113994859789224,0.31524441,-0.25610802,-0.06618626
3.466,65097.0131,5.15232,3.85466,3.49793,1.2144,-0.40012,-3.60044,-8.76,-32.46,-44.82,40.08662,-31.031372,0.376936,0.9054949224859093,0.33106521,-0.25021297,-0.08870311
3.4849,65097.033,3.73974,2.82755,2.56898,1.02014,-0.66645,-3.85456,-7.26,-33.12,-44.04,42.970509,-29.766142,-3.027497,0.8964961013525531,0.34753728,-0.24826688,-0.11779701
3.509,65097.0531,3.25133,2.10211,2.65517,0.64813,-0.53695,-4.11418,-6.06,-33.36,-43.2,45.511189,-28.180479,-7.114531,0.8868526238079565,0.36051124,-0.2473453,-0.14948034
3.536,65097.0731,2.46603,2.06141,3.84269,0.3769,-0.416,-4.36952,-4.74,-33.84,-42.3,47.553761,-25.54743,-12.158729,0.8780141142422995,0.3695581,-0.24283861,-0.18315959
3.5466,65097.0932,-0.66559,0.19872,3.89537,0.35613,0.13989,-4.39151,-2.58,-33.84,-41.16,49.22942,-21.414524,-18.506811,0.8692323307016047,0.37677595,-0.23252006,-0.2200215
3.567,65097.1151,-5.33668,-1.16598,-1.12767,-0.13073,0.54184,-4.07814,-0.96,-33.96,-40.8,51.206348,-15.162634,-26.06201,0.8580501102313469,0.39050022,-0.21250005,-0.25710565
3.5879,65097.1351,-6.42364,-0.67516,0.60094,-0.81612,-0.66584,-3.2608,0.72,-33.72,-40.62,51.815571,-8.97352,-33.554821,0.8487043538623898,0.39673203,-0.19310489,-0.29157352
3.6102,65097.1551,-5.39174,1.04627,4.8722,-0.86621,-0.99693,-2.97308,2.34,-33.12,-40.44,51.285244,-5.210468,-39.554905,0.8408016588281702,0.3929435,-0.18483977,-0.32323712
3.6338,65097.1751,-8.03494,0.18914,4.78122,-1.0403,-0.38423,-2.61573,3.9,-32.7,-40.62,50.066998,-0.667827,-45.976036,0.8331299389488579,0.38747561,-0.17011385,-0.35611576
3.6559,65097.1951,-8.94474,-0.05507,7.01262,-1.64078,0.81245,-1.82465,5.28,-31.86,-41.04,47.438732,5.256807,-52.465946,0.8285212028909283,0.37900478,-0.13995928,-0.38771045
3.6729,65097.2151,-9.58399,0.93134,6.59842,-2.27425,2.06228,-1.29381,6.18,-31.26,-41.52,43.92812,10.988901,-56.664001,0.829570758091857,0.36985132,-0.09852652,-0.40658933
3.6894,65097.2362,-11.28387,0.7829,5.86819,-2.30052,2.26692,-0.65912,7.68,-31.14,-42.24,39.799,16.516212,-59.137856,0.8334750746898727,0.35961902,-0.04875445,-0.41667309
3.7078,65097.2561,-10.83137,2.88022,7.38132,-2.39154,1.79961,-0.22113,7.86,-31.26,-43.14,36.106689,20.605555,-59.946064,0.83802403566033,0.34908077,-0.00502528,-0.41932455
3.7283,65097.2761,-10.55364,3.27527,8.04212,-2.2547,1.49967,0.01161,8.52,-31.5,-43.68,32.703239,23.657274,-59.815304,0.8428803949686018,0.33693001,0.03310863,-0.41825187
3.7484,65097.2962,-12.27747,3.25611,7.48427,-2.07939,0.77824,0.39218,8.94,-31.38,-44.52,29.781868,25.976347,-59.235905,0.8471949571009874,0.32503185,0.06506856,-0.41518801
3.7708,65097.3161,-11.75074,3.29921,9.52892,-2.16002,0.01344,1.09589,8.64,-31.56,-45.54,27.327284,27.013645,-57.978577,0.8531863939227267,0.31090161,0.08719909,-0.40964556
3.7885,65097.3361,-9.87608,5.30555,16.00763,-2.04518,0.48564,1.72447,8.94,-31.26,-46.62,25.720181,25.841011,-55.312347,0.8647675957329273,0.2933341,0.09239072,-0.39698371
3.809,65097.3562,-7.77637,6.28478,17.06826,-1.54915,0.8601,2.17285,8.28,-31.14,-47.88,24.610374,25.167089,-52.15398,0.8768992977184075,0.28039378,0.09975767,-0.37745908
3.8377,65097.3761,-6.73968,6.42125,16.08904,-0.94379,0.67989,2.59068,8.1,-31.38,-48.78,24.228598,24.805582,-48.832005,0.8881450329419615,0.27343971,0.10649525,-0.35367766
3.8491,65097.3961,-3.17711,7.53455,16.06988,-0.20036,0.01527,2.81731,7.5,-31.5,-49.56,24.680681,23.957302,-45.364944,0.8988168075600982,0.27108058,0.10645003,-0.32758519
3.8675,65097.4162,-0.94092,8.73644,16.34043,0.43555,-0.10812,2.5583,7.02,-32.4,-50.22,25.895697,22.495714,-42.098392,0.9077707288917125,0.27337232,0.09847855,-0.30252579
3.8897,65097.4361,-2.00874,7.69975,16.57506,0.88759,0.31215,2.39887,6.36,-32.88,-50.64,27.525864,21.274532,-39.410942,0.9135020027430446,0.28057829,0.0899516,-0.28053275
3.9085,65097.4571,-1.08697,7.28556,16.03876,1.55343,0.68417,2.62794,5.64,-33.6,-50.52,29.747152,20.489536,-36.762188,0.9169573653400827,0.2939119,0.08347239,-0.25658789
3.9284,65097.4771,1.71904,8.339,12.52886,1.9957,0.978,2.4624,4.68,-33.72,-50.22,32.605179,20.054981,-34.259041,0.9176024404699987,0.31338254,0.07829122,-0.23166275
3.9486,65097.4971,0.58658,8.05888,8.1762,1.89857,1.11911,2.14047,3.6,-33.72,-49.32,35.693569,20.01857,-32.109634,0.9155623463152464,0.33579147,0.07552424,-0.20805232
3.9667,65097.5171,1.79086,8.45393,7.44836,1.56809,0.58582,1.82832,3.18,-34.14,-48.06,38.374893,19.304428,-29.728807,0.9140568593705765,0.35378706,0.06993555,-0.18559039
3.988,65097.5371,0.41899,6.4021,9.10275,1.42026,0.75931,1.47096,2.46,-34.44,-47.04,40.464039,18.180824,-27.566927,0.9128518850948387,0.36696538,0.06261718,-0.16768105
4.0076,65097.5571,-1.49877,4.10606,9.43794,1.49173,1.08551,1.62368,1.86,-35.16,-46.26,42.149181,17.490425,-25.636696,0.911409997323494,0.378021,0.05948571,-0.15130562
4.0281,65097.5771,-2.86107,2.79164,7.92241,1.79533,1.26022,2.05678,1.32,-35.34,-45.48,43.851456,17.03216,-23.463112,0.9095193039186705,0.38950539,0.05942007,-0.1323988
4.05,65097.5971,-2.66953,1.4437,2.73418,1.86986,0.99266,2.57663,0.96,-35.64,-44.64,45.895061,16.447683,-20.779411,0.9065072414688496,0.40330666,0.05997084,-0.10950734
4.0696,65097.6171,-0.05746,0.92416,1.98719,1.57542,0.01405,2.91933,0.36,-35.76,-43.62,47.909546,14.384378,-17.080891,0.904170857689168,0.41534534,0.05332359,-0.08437952
4.0907,65097.6381,1.10852,0.46687,2.09971,1.24678,0.11729,3.11602,0.42,-35.46,-42.42,49.553181,10.859446,-12.43763,0.9028516320353834,0.42405245,0.04021526,-0.05849088
4.116,65097.6591,1.75256,-0.68474,2.02549,1.05008,0.36224,3.4746,-0.12,-35.34,-40.98,51.668991,6.44669,-6.531353,0.8985691684545684,0.43726012,0.02574152,-0.02672847
4.1348,65097.6792,4.707,-0.2897,2.71502,0.51679,0.94562,3.6939,-0.84,-34.92,-39.96,53.04422,1.822796,-0.014727,0.8946498583059501,0.44648838,0.0141749,0.00698783
4.1559,65097.6991,6.34942,1.35272,3.29203,0.20708,1.38178,3.41413,-2.34,-34.38,-39.0,53.485062,-2.531895,6.977344,0.8917700534489078,0.45023912,0.00768181,0.04440604
4.1755,65097.7201,4.71179,0.95529,0.73023,0.30788,0.5455,3.04944,-3.9,-34.32,-38.52,53.456345,-6.186979,13.362406,0.8886160558922346,0.45166063,0.00437898,0.07965554
4.1968,65097.7411,2.70545,-2.19548,-0.00239,0.04276,-0.49419,3.4575,-5.4,-34.32,-38.64,53.230873,-11.110694,19.887197,0.8839565846146709,0.45414269,-0.00825215,0.11093726
4.212,65097.7611,5.00867,-2.62883,0.54588,-0.45693,-0.33659,4.33653,-7.56,-34.02,-38.7,52.138268,-16.997084,26.575909,0.87954339510953,0.45350546,-0.0292977,0.14098886
4.2327,65097.7819,10.17536,0.57461,0.43814,-1.05496,-0.09102,4.30782,-9.12,-33.18,-38.7,48.762527,-25.376825,35.625622,0.8737156139339235,0.44461936,-0.0672726,0.18549676
4.2527,65097.8021,11.32218,1.41258,2.37265,-1.51556,-0.02871,3.76782,-10.86,-32.58,-38.88,43.909172,-32.295513,43.131878,0.8667425949089963,0.42879504,-0.10788622,0.23076536
4.2728,65097.8222,13.13938,2.2697,3.9648,-1.53205,-0.10263,3.33655,-12.42,-32.04,-38.76,39.015781,-36.795395,47.926155,0.8601315579921013,0.41038328,-0.14315614,0.26695615
4.2963,65097.8421,16.38831,5.78439,4.0462,-1.39461,-0.21136,2.34817,-13.62,-31.26,-39.3,34.711079,-40.112453,51.233875,0.8526886224364885,0.39418823,-0.1740043,0.29539847
4.318,65097.8621,16.40268,6.47392,5.19781,-1.22906,-0.85949,1.10444,-15.18,-30.3,-40.26,31.460743,-42.52729,52.940048,0.846807320525892,0.38176182,-0.19986778,0.31181428
4.3365,65097.8831,14.57829,5.81073,6.47871,-0.68111,-1.32558,0.32498,-16.56,-29.04,-41.04,29.587433,-44.240559,53.074249,0.8442787652183905,0.37428263,-0.22003017,0.31415379
4.3579,65097.9041,14.58787,6.74686,4.82432,-0.78985,-0.89186,-0.06781,-17.58,-27.36,-41.34,28.860977,-45.581818,52.660046,0.8430272024146491,0.37230656,-0.23432519,0.30949098
4.3792,65097.9251,15.62935,8.35337,3.93607,-1.76662,-0.17471,-0.62736,-18.36,-26.52,-41.76,28.210669,-45.858471,51.585415,0.8455433647816621,0.366496,-0.24254245,0.30316705
4.4006,65097.9451,15.18403,8.62391,7.41245,-2.08061,-0.60781,-1.37994,-18.54,-26.22,-41.94,27.278738,-44.896687,48.997822,0.8546373272274405,0.35219845,-0.24729808,0.29050809
4.421,65097.9651,13.6254,8.60237,11.30542,-1.18325,-1.8045,-1.84665,-18.36,-25.98,-42.24,26.92803,-44.473183,45.857563,0.8633925786700282,0.34187043,-0.25498995,0.26955146
4.4375,65097.9851,14.2862,10.18493,11.24796,-0.26756,-2.41903,-2.15758,-18.54,-26.64,-43.02,27.710659,-45.567879,43.264675,0.8662865883893526,0.34384358,-0.2681154,0.2437894
4.4586,65098.0051,15.35402,11.41077,9.44034,-0.29199,-2.16735,-2.67192,-18.42,-26.76,-43.44,29.413586,-47.26664,41.038784,0.8655682850249237,0.35373899,-0.28162178,0.21528921
4.4808,65098.0251,14.03481,10.50815,10.86728,-0.60048,-1.94438,-3.3567,-17.7,-27.36,-43.02,31.52177,-48.167912,38.098125,0.8666875352835358,0.36257783,-0.29029191,0.18199077
4.4961,65098.0462,11.37246,8.27436,12.27268,0.03543,-1.98837,-3.89671,-17.16,-27.96,-42.36,34.116486,-48.383331,34.411789,0.8685829369558611,0.37149307,-0.29507777,0.14312823
4.517,65098.0661,9.50977,7.15148,9.25838,0.68417,-2.38787,-4.28644,-15.84,-28.02,-41.46,37.848385,-48.683098,30.721163,0.8664802761776558,0.38821197,-0.29769629,0.09939978
4.5382,65098.0861,7.98945,5.94001,8.20493,0.90347,-2.84175,-4.67801,-14.34,-29.16,-40.44,42.189499,-49.319118,27.261963,0.8594075021188603,0.40961292,-0.30121765,0.05388811
4.5582,65098.1062,5.3678,3.60088,7.73806,1.00426,-2.70186,-4.96206,-12.36,-29.76,-39.6,47.019924,-49.905293,23.434412,0.848247067608958,0.43269858,-0.30533975,0.00406057
4.5769,65098.1261,2.35589,1.60172,5.16669,0.73915,-2.16185,-4.8295,-9.96,-30.54,-38.64,51.011589,-49.246964,18.852066,0.8387744657180353,0.44774714,-0.30686092,-0.04261772
4.6077,65098.1461,0.4142,0.6201,4.16831,0.08613,-1.57176,-4.4752,-7.56,-31.68,-37.5,54.302765,-46.852146,13.198953,0.8319017212103385,0.45661029,-0.3032876,-0.08638982
4.624,65098.1662,-0.87867,0.2059,4.72855,-0.33048,-0.98105,-4.03171,-4.98,-31.92,-36.36,56.437233,-42.336094,6.096961,0.8296120888744077,0.45723009,-0.29428777,-0.12680353
4.6393,65098.1861,-0.81882,0.68235,5.95438,-0.40561,-0.70983,-3.7385,-2.76,-32.1,-35.52,57.486458,-36.296547,-1.854333,0.8306340195581312,0.45248389,-0.2804566,-0.1632469
4.6571,65098.2061,-1.72383,0.96007,7.35978,-0.10996,-0.40745,-3.62365,-0.66,-31.98,-34.86,57.889542,-29.412273,-10.362404,0.8318658757220506,0.4461377,-0.26351634,-0.19879501
4.679,65098.226,-4.13957,0.3304,4.80037,0.14783,0.11484,-3.19788,1.2,-31.56,-34.5,58.063145,-21.707033,-19.105551,0.8316391744459566,0.44267854,-0.24145281,-0.23262101
4.6985,65098.2471,-6.18183,0.56982,1.97043,-0.22541,0.77946,-2.46606,3.18,-31.2,-34.5,58.622841,-14.364246,-26.877237,0.8272178187808363,0.44707993,-0.218914,-0.26058948
4.7234,65098.2681,-5.68623,2.01831,1.41258,-0.75747,1.26877,-1.72264,4.44,-30.96,-34.56,58.483833,-8.026016,-32.72855,0.825532670355139,0.45035523,-0.19588454,-0.27803817
4.742,65098.2881,-4.94642,3.63679,1.68552,-0.97922,1.4282,-1.43065,5.34,-30.84,-34.56,57.476791,-2.300211,-37.344631,0.8274155801004623,0.44977736,-0.17057621,-0.28980604
4.7616,65098.3081,-5.30555,4.35984,0.46926,-1.07634,1.06535,-1.33413,6.0,-30.84,-34.56,56.15604,3.487173,-41.727787,0.8291725058453087,0.44916835,-0.14246701,-0.30070567
4.7806,65098.3281,-7.49146,3.99353,0.73263,-1.23334,0.14905,-1.10994,6.0,-30.54,-34.44,54.560074,9.83418,-46.887222,0.8280392773617106,0.44926554,-0.11178557,-0.31625214
4.8031,65098.3482,-6.30872,3.99353,3.34709,-1.15637,-0.81673,-0.71227,6.36,-30.54,-34.44,52.663174,13.855408,-50.696259,0.8269462971440843,0.44421393,-0.0908173,-0.33254477
4.8278,65098.3692,-6.30154,5.71975,4.81474,-1.03542,-0.7025,-0.68478,6.54,-30.48,-34.56,50.871254,15.897414,-53.412415,0.8256730684317163,0.43611696,-0.07960802,-0.34889618
4.8408,65098.3891,-9.05248,4.63757,2.63841,-1.46485,-0.04398,-0.40623,6.72,-30.6,-35.1,49.194324,18.272642,-55.910328,0.8239528798248059,0.43068305,-0.06511877,-0.36245456
4.8732,65098.4091,-10.16339,4.45561,2.73178,-2.10932,-0.08919,0.25168,6.84,-30.84,-36.18,47.076744,20.463923,-57.334316,0.8256522497315398,0.42296115,-0.04564494,-0.37056547
4.8815,65098.4292,-10.0748,5.7796,5.284,-2.67864,-0.04154,0.64752,6.72,-30.72,-36.9,44.54258,21.300709,-57.108646,0.8323158406398035,0.40890875,-0.02780982,-0.37318975
4.9104,65098.4491,-11.41077,5.08768,9.25359,-3.07693,0.20525,1.04336,6.18,-30.54,-38.34,41.46682,21.51115,-55.832935,0.8428186838386398,0.38904148,-0.00861126,-0.37179193
4.9485,65098.4691,-10.44111,4.16352,13.58709,-3.08731,0.44043,1.8045,5.4,-30.78,-39.66,38.083935,21.191494,-53.434319,0.8569332920577171,0.36460444,0.01107801,-0.36415136
4.9511,65098.4892,-4.99909,6.73728,21.0163,-2.44529,0.55405,2.21866,4.86,-31.38,-40.98,35.629318,19.259552,-49.349968,0.8742949052084655,0.34057289,0.01879751,-0.34534791
4.968,65098.5091,-1.72383,9.86411,27.17179,-0.42761,2.24615,2.4062,4.08,-32.16,-42.66,34.239101,18.069225,-45.47094,0.8883638158958596,0.32612553,0.0260582,-0.32213792
4.9807,65098.5291,1.13006,12.50492,19.57978,1.09223,3.39397,2.79898,3.24,-33.0,-43.86,35.19194,19.180187,-42.184769,0.8950436136604042,0.33525631,0.04089367,-0.2912522
5.002,65098.5491,2.33914,15.95017,10.8194,1.28954,2.98347,2.58457,2.58,-33.12,-44.76,37.589119,21.219687,-39.048267,0.8968171246827389,0.35671234,0.05844903,-0.25506678
5.0194,65098.5691,-0.22745,15.94538,6.90727,1.00976,1.98409,2.29074,1.62,-33.3,-44.88,39.972595,22.669525,-36.320137,0.8964842180895797,0.37600321,0.0710535,-0.22335853
5.039,65098.5891,-1.4868,15.37796,5.58567,0.69455,0.58887,2.16552,0.84,-33.48,-44.76,41.96542,22.902334,-33.710957,0.8964029131364789,0.38962972,0.07564078,-0.19730426
5.0619,65098.6091,2.90656,14.3676,12.0572,0.80268,-1.14232,1.5852,0.42,-33.6,-44.16,43.573494,21.334303,-31.073284,0.897582930004846,0.39745063,0.06790392,-0.17823282
5.092,65098.6291,2.9329,11.19529,18.67956,1.94499,-1.30175,0.83689,-0.24,-33.96,-43.8,45.220715,18.736162,-29.527679,0.896705217675479,0.40510362,0.04863643,-0.17159635
5.1013,65098.6491,0.60573,6.13873,16.05312,2.71652,0.4215,0.68539,-0.6,-33.78,-43.14,47.876667,17.614079,-29.46957,0.8893040697036584,0.42337504,0.03335079,-0.16964543
5.1284,65098.6691,-1.09176,2.08056,11.42752,2.75745,1.9621,1.19546,-0.66,-33.96,-42.54,51.133396,18.665874,-29.665356,0.8783970265602549,0.44910872,0.03240102,-0.16021921
5.1401,65098.6891,-0.21787,0.42138,6.33745,2.58824,2.63955,1.92239,-1.08,-33.96,-41.28,53.692947,19.371845,-27.922791,0.8718510085449852,0.46823052,0.03827509,-0.13845944
5.1599,65098.7091,4.35745,1.27611,1.88663,2.2266,2.16735,2.11604,-1.44,-33.78,-39.66,56.240742,18.816778,-24.334141,0.8667895251635683,0.48492694,0.04293401,-0.10806689
5.1816,65098.7291,6.11719,2.79403,2.40138,1.96271,1.51861,1.61085,-1.74,-33.42,-37.98,58.498302,16.294596,-19.552881,0.8629124485727758,0.49764886,0.03972379,-0.07842027
5.2119,65098.7491,5.26485,1.61848,1.01035,1.40866,2.03846,1.32008,-2.52,-33.06,-36.24,60.321674,13.111559,-14.656377,0.8592653576536893,0.50765795,0.03424045,-0.05266918
5.2262,65098.7691,4.53222,1.11091,0.16759,0.63225,2.49233,1.41232,-2.64,-32.94,-35.04,61.44833,9.653364,-8.844242,0.8573529980218693,0.51315522,0.03286299,-0.02318579
5.2493,65098.7891,5.84903,1.61609,-0.03831,0.3207,2.23943,1.42393,-3.48,-32.46,-34.26,62.017929,5.931915,-2.345698,0.8563049323022497,0.51528198,0.03380786,0.00913086
5.264,65098.8091,8.05409,2.91853,-0.40941,0.2981,1.4563,1.2144,-4.2,-32.46,-33.78,62.403534,0.375491,5.441361,0.8542990105385586,0.51733357,0.02738992,0.04229622
5.2874,65098.8291,8.74602,3.93128,0.15323,0.43127,0.7929,0.7929,-4.86,-31.8,-33.72,62.683685,-5.79657,12.764435,0.850623869709296,0.52105856,0.01482817,0.0686814
5.2996,65098.8491,8.51618,4.40533,-1.41018,0.25901,0.72998,0.58521,-5.88,-31.2,-33.36,63.05447,-11.820252,19.342516,0.8448563688066217,0.52747697,0.00085622,0.08935899
