SensorTimestamp(s),mag_x,mag_y,mag_z
65107.3852,-1.32,-25.5,-5.1
65107.4062,-1.62,-25.38,-5.1
65107.4262,-1.5,-25.26,-5.28
65107.4472,-1.5,-25.26,-5.34
65107.4672,-1.8,-25.56,-5.7
65107.4872,-1.56,-25.56,-5.64
65107.5071,-1.68,-25.56,-6
65107.5271,-1.68,-25.5,-6
65107.5481,-1.44,-25.44,-5.94
65107.5692,-1.14,-25.08,-6.18
65107.5892,-1.02,-24.78,-5.82
65107.6092,-0.96,-24.66,-5.82
65107.6302,-0.96,-24.66,-5.82
65107.6502,-1.38,-24.66,-5.46
65107.6702,-1.26,-24.96,-5.76
65107.6902,-1.02,-24.9,-5.76
65107.7102,-1.02,-24.66,-5.76
65107.7302,-0.84,-25.08,-5.58
65107.7502,-1.26,-24.84,-5.7
65107.7702,-1.92,-24.84,-6.06
65107.7902,-1.92,-24.54,-6.18
65107.8102,-2.4,-24.42,-6
65107.8302,-2.46,-24.6,-5.64
65107.8502,-2.7,-24.72,-4.86
65107.8702,-3.36,-24.6,-3.54
65107.8902,-4.14,-24.36,-2.52
65107.9102,-4.8,-24.18,-1.2
65107.9312,-5.22,-23.58,0.54
65107.9512,-5.88,-23.7,2.28
65107.9712,-6.18,-23.04,3.42
65107.9912,-7.02,-22.32,5.22
65108.0112,-8.1,-21.54,6.48
65108.0312,-9.72,-20.28,8.22
65108.0512,-11.58,-18.6,10.2
65108.0712,-13.56,-16.08,12.3
65108.0922,-15.06,-12.84,14.16
65108.1132,-16.26,-8.58,15.3
65108.1332,-16.8,-3.96,16.38
65108.1532,-16.56,1.14,16.86
65108.1742,-15.84,5.88,16.86
65108.1942,-14.58,10.02,16.68
65108.2142,-12.96,13.26,16.26
65108.2342,-10.44,15.48,14.88
65108.2542,-8.16,16.74,14.28
65108.2751,-4.86,17.58,13.56
65108.2952,-1.44,18.06,12.84
65108.3152,1.86,17.76,12.84
65108.3352,5.52,18,12.18
65108.3552,8.16,17.4,11.64
65108.3752,11.16,16.2,10.68
65108.3952,13.56,15.3,9.9
65108.4152,15.72,13.92,9.36
65108.4352,17.7,12.78,8.76
65108.4552,18.9,11.82,8.46
65108.4752,19.56,10.86,8.22
65108.4952,19.86,9.96,8.28
65108.5162,20.16,9.3,8.22
65108.5361,19.98,9.06,8.82
65108.5562,19.86,8.4,9.54
65108.576,19.86,7.56,10.14
65108.5962,20.28,6.72,10.98
65108.6162,20.52,5.76,10.98
65108.6372,20.7,5.34,11.16
65108.6572,20.88,3.96,11.04
65108.6772,20.94,3.24,11.16
65108.6972,21.06,2.16,11.16
65108.7171,21.84,1.2,11.16
65108.7372,22.08,0.66,10.74
65108.7572,21.96,-0.66,9.54
65108.7772,21.9,-1.56,9.36
65108.7972,21.3,-2.76,8.64
65108.8172,20.88,-4.02,8.46
65108.8372,20.58,-4.68,9
65108.8572,20.4,-5.88,9.48
65108.8772,19.8,-6.9,10.14
65108.8972,18.66,-8.4,11.4
65108.9172,16.32,-10.74,12.84
65108.9372,13.62,-13.26,13.62
65108.9572,10.8,-15.96,14.1
65108.9772,7.56,-18.12,13.8
65108.9972,4.8,-19.8,11.88
65109.0172,2.22,-21.36,9.24
65109.0372,0.12,-22.62,5.82
65109.0572,-1.26,-23.1,2.04
65109.0772,-1.62,-23.46,-1.2
65109.0972,-1.74,-23.46,-3.48
65109.1172,-1.68,-23.22,-5.1
65109.1372,-1.74,-23.04,-6.18
65109.1572,-1.74,-23.04,-6.36
65109.1772,-1.56,-22.56,-6.72
65109.1971,-1.56,-22.62,-6.66
65109.2182,-1.56,-22.74,-6.48
65109.2382,-1.5,-22.8,-6.72
65109.2582,-1.26,-23.28,-6.78
65109.2782,-1.2,-23.34,-7.38
65109.2982,-0.6,-23.16,-8.22
65109.3182,-0.78,-22.92,-9.18
65109.3382,-1.68,-21.9,-10.92
65109.3582,-2.88,-20.82,-11.58
65109.3782,-4.44,-20.16,-12
65109.3982,-6.12,-19.68,-12.24
65109.4182,-7.86,-19.2,-11.16
65109.4382,-10.08,-18.6,-10.32
65109.4582,-12.78,-17.94,-9.18
65109.478,-15.6,-16.44,-7.08
65109.4982,-18.18,-15.9,-5.1
65109.5182,-19.8,-14.88,-2.82
65109.5382,-20.52,-13.92,-0.72
65109.5582,-20.76,-13.56,0.78
65109.5792,-20.28,-13.14,3
65109.5992,-19.08,-13.44,5.7
65109.6192,-16.74,-13.38,8.94
65109.6392,-13.38,-13.5,13.14
65109.6592,-9.54,-12.66,16.68
65109.6792,-4.56,-11.58,18.9
65109.6992,-0.3,-10.26,20.34
65109.7201,3.12,-8.1,20.88
65109.7412,5.82,-6.12,20.94
65109.7612,6.42,-4.2,21.24
65109.7812,5.7,-2.34,21.96
65109.8012,4.62,-0.12,22.44
65109.8212,2.46,1.98,22.68
65109.8412,-0.18,4.74,22.74
65109.8612,-3,7.26,22.02
65109.8812,-6.18,9.48,20.76
65109.9022,-9.18,11.94,18.9
65109.9222,-11.76,13.5,17.1
65109.9422,-13.86,15.18,14.16
65109.9622,-15.72,16.08,11.16
65109.9822,-17.4,15.72,7.2
65110.0022,-18.72,15.36,3.06
65110.0222,-19.98,13.8,0.48
65110.0422,-20.7,11.64,-2.04
65110.0622,-21.6,9,-3.24
65110.083,-22.38,5.88,-3.66
65110.1032,-22.98,2.76,-3.84
65110.1232,-23.76,-0.78,-3.42
65110.1432,-23.28,-4.2,-2.88
65110.1632,-21.72,-7.38,-2.46
65110.1842,-20.1,-11.28,-2.16
65110.2052,-17.34,-14.52,-2.22
65110.2252,-15.06,-16.8,-2.58
65110.2452,-12.84,-19.32,-3.42
65110.2652,-10.26,-20.58,-4.68
65110.2852,-8.16,-21.72,-6.3
65110.3052,-6.36,-22.32,-7.32
65110.3252,-5.58,-22.44,-8.28
65110.3452,-4.98,-22.44,-9
65110.3652,-4.62,-21.66,-9.66
65110.3852,-4.32,-21.6,-10.5
65110.4052,-4.32,-21.54,-11.4
65110.4252,-4.8,-21,-11.88
65110.4452,-5.4,-20.82,-12.06
65110.4652,-6.18,-20.4,-12.24
65110.4852,-6.48,-20.04,-11.88
65110.5052,-6.78,-20.16,-12.48
65110.5252,-7.56,-20.16,-12.18
65110.5452,-7.98,-20.52,-12.18
65110.5652,-8.22,-20.52,-12
65110.5852,-8.52,-20.34,-10.74
65110.6052,-8.52,-20.34,-10.32
65110.6252,-9.18,-19.8,-9.12
65110.6451,-10.2,-19.98,-8.1
65110.6652,-10.92,-20.16,-7.44
65110.6852,-11.58,-20.1,-6.72
65110.7052,-11.88,-20.64,-6.3
65110.7262,-11.88,-20.7,-5.4
65110.7462,-11.4,-21.36,-4.26
65110.7662,-11.52,-21.84,-3.12
65110.7862,-11.16,-21.72,-0.9
65110.8062,-11.46,-21.54,0.36
65110.8262,-12.84,-20.82,1.68
65110.8472,-13.86,-19.92,3.18
65110.8672,-15.3,-18.78,4.5
65110.8872,-16.98,-16.68,6.48
65110.9071,-17.94,-14.1,8.7
65110.9272,-18.9,-10.92,10.5
65110.9472,-20.1,-7.62,12
65110.9671,-20.52,-4.44,12.6
65110.9872,-20.94,-0.84,12.3
65111.0072,-21.12,2.46,12.66
65111.0271,-20.46,5.82,12.48
65111.0472,-19.2,8.94,12.6
65111.0672,-17.52,11.7,12.54
65111.0871,-15.42,14.34,12.24
65111.1072,-13.8,16.14,12.24
65111.1271,-11.58,17.04,12.48
65111.1472,-9.06,17.64,13.2
65111.1672,-6.3,17.76,14.1
65111.1872,-2.82,18,14.82
65111.2072,0.6,17.58,14.82
65111.2272,4.26,16.74,14.64
65111.2472,8.4,15.24,14.04
65111.2692,12.24,12.9,13.5
65111.2892,15.3,11.04,13.5
65111.3092,17.64,8.76,13.14
65111.3292,19.14,6.54,12.3
65111.3492,20.34,4.5,11.52
65111.3702,21.18,2.28,10.26
65111.3902,21.66,0.06,9.54
65111.4102,21.96,-1.74,8.88
65111.4312,21.9,-3.48,7.8
65111.4512,22.02,-4.8,6.84
65111.4712,22.02,-6,5.82
65111.4911,22.2,-6.54,4.74
65111.5111,22.38,-6.84,3.48
65111.531,22.8,-6.48,2.04
65111.5522,23.1,-5.64,0.36
65111.5722,23.52,-4.98,-0.84
65111.5922,23.64,-4.32,-1.92
65111.6122,23.88,-4.02,-2.52
65111.6321,23.82,-3.12,-2.88
65111.6521,23.94,-2.4,-3.42
65111.6722,24.24,-1.32,-2.76
65111.6922,24.12,-0.42,-1.26
65111.7122,24.24,-0.72,1.08
65111.7322,23.76,-1.98,3.96
65111.7522,22.62,-3.96,6.06
65111.7722,20.94,-6.96,8.22
65111.792,18.24,-9.84,10.26
65111.8122,14.58,-13.14,11.7
65111.833,10.38,-16.56,12.12
65111.8532,5.52,-18.84,10.62
65111.8732,1.2,-20.82,7.56
65111.8932,-2.64,-21.6,3.42
65111.9132,-5.76,-21.3,-0.36
65111.9332,-8.46,-20.94,-2.58
65111.9532,-10.8,-19.98,-4.68
65111.9732,-12.84,-18.6,-4.8
65111.9932,-14.64,-17.1,-4.32
65112.0132,-16.14,-15.9,-3.6
65112.0332,-17.1,-15,-1.74
65112.0532,-17.64,-14.16,-0.24
65112.0732,-18,-13.98,0.36
65112.0942,-17.64,-13.86,1.26
65112.1142,-17.64,-13.68,1.62
65112.1342,-17.52,-14.04,2.22
65112.1542,-17.22,-13.98,3.3
65112.1742,-16.92,-14.4,3.48
65112.1942,-16.14,-15.24,4.38
65112.214,-15.48,-15.72,4.56
65112.2341,-14.46,-16.62,5.16
65112.2542,-13.08,-17.64,5.94
65112.2742,-11.82,-18.48,6.12
65112.2942,-10.02,-19.74,5.94
65112.3142,-8.4,-21.18,5.46
65112.3342,-6.48,-21.84,4.8
65112.3542,-4.56,-22.74,4.08
65112.3742,-2.64,-22.98,2.88
65112.3942,-0.84,-23.22,1.92
65112.4142,1.02,-23.4,0.3
65112.4342,2.88,-23.34,-1.86
65112.4542,4.32,-23.28,-3
65112.4742,6.12,-22.8,-5.22
65112.4941,7.02,-21.9,-7.44
65112.5142,7.92,-20.76,-9.72
65112.5342,8.04,-19.2,-12.3
65112.5542,7.5,-17.76,-14.52
65112.5742,7.14,-16.86,-15.9
65112.5942,6.3,-15.9,-17.04
65112.6152,6.06,-15.36,-17.94
65112.6352,5.58,-15,-18.12
65112.6552,4.5,-15.18,-18.84
65112.6752,3.84,-15.9,-18.36
65112.6952,2.4,-16.38,-17.76
65112.7152,1.62,-17.04,-17.28
65112.7352,0.96,-18.48,-15.12
65112.7552,-0.3,-19.26,-13.62
65112.7752,-1.38,-20.7,-11.4
65112.7952,-3.54,-21.66,-8.76
65112.8162,-5.82,-21.24,-7.14
65112.8362,-7.86,-21.42,-4.68
65112.8562,-10.56,-20.4,-2.28
65112.8772,-12.54,-19.14,0
65112.8972,-14.1,-17.4,2.7
65112.9172,-16.02,-14.94,5.34
65112.9372,-16.86,-12.72,7.62
65112.9572,-17.22,-10.56,10.02
65112.9772,-17.16,-8.34,12.24
65112.9972,-16.5,-6.6,13.98
65113.0181,-14.88,-5.82,15.96
65113.0382,-13.56,-4.92,16.86
65113.0582,-12.3,-5.1,18.3
65113.0782,-10.8,-4.98,19.38
65113.0982,-9.12,-4.14,20.28
65113.1182,-6.48,-3.72,21.36
65113.1382,-3.42,-3.24,21.78
65113.1582,-0.24,-3,22.2
65113.1782,3.06,-3.42,21.9
65113.1982,6.6,-3.36,21.12
65113.2182,10.68,-2.4,19.5
65113.2382,14.88,-1.44,17.1
65113.2582,18.6,0.18,13.56
65113.2782,22.02,1.56,9.18
65113.2982,23.76,2.4,4.32
65113.3182,24.3,3.06,-0.6
65113.3392,24.12,3.18,-4.98
65113.3592,22.8,3.72,-8.64
65113.3792,22.02,4.38,-11.22
65113.3992,21.54,4.68,-12.24
65113.4192,21.3,5.04,-12.18
65113.4392,21.6,4.98,-11.16
65113.4592,21.84,4.68,-9.18
65113.4792,22.44,4.8,-7.2
65113.4992,23.22,4.68,-4.32
65113.5192,23.52,4.56,-1.56
65113.5392,23.52,5.1,1.08
65113.5592,22.8,6.06,4.14
65113.5792,20.94,8.22,6.78
65113.5992,18.6,10.68,9
65113.6192,15.9,13.5,10.62
65113.6402,12.3,15.9,11.46
65113.6602,8.76,17.46,11.46
65113.6802,5.1,18.84,10.68
65113.7002,1.68,19.5,9.78
65113.7201,-1.2,20.16,8.04
65113.7402,-4.26,20.94,6.66
65113.7602,-6.78,21.12,5.88
65113.7802,-9.18,20.94,5.52
65113.8002,-12.06,20.16,5.82
65113.8212,-14.16,18.24,6.24
65113.8412,-16.08,16.2,7.02
65113.8612,-18.06,13.68,7.62
65113.8822,-19.32,11.1,8.16
65113.9022,-20.76,8.1,8.88
65113.9222,-21.42,4.62,8.76
65113.9422,-21.6,0.72,8.58
65113.9632,-21.36,-3.48,7.86
65113.9832,-20.58,-7.2,6.96
65114.0032,-19.56,-10.98,6.72
65114.0242,-17.76,-14.34,5.88
65114.0442,-15.54,-17.04,4.62
65114.0642,-12.84,-19.26,2.88
65114.0842,-9.78,-21.48,0.48
65114.1042,-6.9,-22.74,-1.5
65114.1242,-3.96,-23.52,-3.66
65114.1442,-1.26,-23.94,-5.94
65114.1642,0.9,-23.1,-7.92
65114.1842,1.92,-22.86,-9.54
65114.2042,2.76,-22.44,-10.8
65114.2242,2.7,-21.96,-11.16
65114.2442,2.1,-22.38,-11.04
65114.2642,2.22,-22.32,-11.04
65114.2862,1.62,-22.62,-10.44
65114.3062,1.2,-23.1,-9.66
65114.3262,0.72,-22.98,-8.88
65114.3462,-0.42,-23.28,-7.5
65114.3662,-1.08,-23.22,-6.12
65114.3862,-1.68,-23.52,-5.04
65114.4062,-2.94,-23.34,-3.54
65114.4262,-4.44,-23.16,-2.16
65114.4462,-6.78,-22.98,-0.06
65114.4662,-9.36,-21.96,2.04
65114.4861,-11.34,-21,4.62
65114.5061,-13.38,-19.26,7.32
65114.5262,-14.7,-17.4,9.6
65114.5461,-15.84,-14.7,11.88
65114.5662,-17.16,-11.64,14.1
65114.5862,-17.94,-8.34,15.24
65114.6061,-18.72,-4.74,16.2
65114.6262,-19.92,-1.86,16.38
65114.6462,-20.1,0.84,15.72
65114.6662,-19.8,3.42,16.2
65114.6862,-18.84,6.12,16.26
65114.7062,-16.98,8.28,16.86
65114.7262,-14.82,9.96,17.58
65114.7462,-12.36,11.88,17.82
65114.7662,-9.96,13.26,17.82
65114.7862,-7.08,14.34,17.64
65114.8062,-4.08,15.12,17.4
65114.8262,-0.18,14.76,16.2
65114.8462,3.6,14.88,15.54
65114.8662,7.32,14.22,15.06
65114.8862,10.68,13.38,14.7
65114.9062,13.08,12.48,14.64
65114.9262,15.54,10.56,13.62
65114.9462,17.82,9.3,12.54
65114.9672,19.32,8.4,10.92
65114.9872,20.64,7.62,9.18
65115.0072,21.48,7.14,7.98
65115.0272,21.3,6.78,7.08
65115.0472,21.48,5.88,6.42
65115.0672,21.84,4.92,6.66
65115.0872,21.78,4.08,6.9
65115.1082,22.26,3.24,6.78
65115.1292,22.68,2.7,6.6
65115.1502,22.32,1.62,6.6
65115.1702,22.44,0.66,7.26
65115.1902,22.02,-0.84,8.16
65115.21,21.48,-2.82,9.36
65115.2302,20.82,-4.62,10.38
65115.2512,19.5,-7.08,10.74
65115.2722,17.7,-9.3,11.88
65115.2942,15.3,-12.42,12.42
65115.3142,12.48,-15.6,12.66
65115.3342,9.42,-18.48,11.94
65115.3542,6.78,-21.42,9.3
65115.3742,4.02,-22.92,5.58
65115.3942,1.98,-24,1.26
65115.4142,0.6,-24.18,-3.48
65115.4342,-0.54,-24.12,-7.14
65115.4542,-0.66,-23.04,-10.02
65115.4742,-1.68,-22.2,-12.06
65115.4942,-2.28,-21.24,-13.26
65115.5142,-3.06,-20.1,-13.98
65115.5342,-3.9,-19.5,-15.06
65115.5542,-3.9,-18.42,-15.96
65115.5742,-4.5,-17.16,-16.32
65115.5942,-5.16,-16.26,-17.28
65115.6142,-5.94,-14.76,-17.7
65115.6342,-6.6,-13.62,-18.66
65115.6542,-6.96,-12.24,-19.98
65115.6742,-7.44,-10.56,-20.46
65115.6942,-8.16,-9.54,-20.88
65115.7142,-8.94,-8.7,-20.4
65115.7342,-9.84,-8.46,-20.04
65115.7542,-10.8,-8.76,-19.68
65115.7752,-11.58,-9.42,-18.96
65115.7952,-12.48,-10.14,-18.3
65115.8152,-13.92,-11.1,-16.38
65115.8352,-14.28,-12,-14.4
65115.8562,-15.3,-13.2,-12.54
65115.8762,-16.14,-14.34,-10.5
65115.8962,-16.14,-15.6,-8.28
65115.9162,-16.86,-16.8,-5.34
65115.9372,-16.26,-17.76,-1.92
65115.9582,-14.82,-18.24,2.46
65115.9792,-13.32,-18.66,6.36
65115.9992,-10.68,-18.24,10.2
65116.0192,-8.46,-17.88,13.38
65116.0392,-6.06,-17.04,16.14
65116.0602,-3.36,-15.84,18.36
65116.0802,-0.48,-14.52,19.44
65116.1001,2.94,-12.18,20.7
65116.1202,6.18,-9.48,20.88
65116.1402,9.36,-6.6,21.24
65116.1602,11.76,-3.6,20.76
65116.1802,13.14,-0.96,19.98
65116.2001,13.44,0.72,19.92
65116.2202,13.44,2.52,19.74
65116.2402,12.42,3.36,20.4
65116.2602,11.16,4.08,21.18
65116.2802,9.24,4.98,22.38
65116.3002,6.66,5.46,23.04
65116.3202,3.78,6,23.7
65116.3412,0,6.6,24.12
65116.3612,-3.6,6.84,23.58
65116.3812,-7.8,7.02,23.28
65116.4012,-11.58,6.96,21.96
65116.4212,-14.76,5.88,20.34
65116.4411,-17.52,5.1,18.72
65116.4612,-19.08,3.42,16.62
65116.4812,-20.22,1.86,14.82
65116.5012,-21.06,0.84,12.72
65116.5212,-21.84,-0.9,10.14
65116.5411,-22.62,-2.4,7.26
65116.5612,-23.34,-3.78,4.14
65116.5822,-22.8,-6,0.72
65116.6032,-21.78,-7.86,-2.52
65116.6232,-20.22,-9.42,-5.82
65116.6432,-18,-11.46,-8.58
65116.6632,-16.14,-13.14,-10.68
65116.6832,-13.74,-15.12,-12.18
65116.7032,-11.4,-17.22,-12.6
65116.7231,-9.12,-18.36,-13.26
65116.7432,-7.44,-19.08,-13.56
65116.7632,-5.88,-19.32,-14.04
65116.7842,-4.08,-19.02,-14.82
65116.8042,-2.64,-19.44,-14.7
65116.8242,-1.02,-18.84,-15.18
65116.8442,0.48,-18.24,-16.08
65116.8642,1.08,-17.94,-16.74
65116.8852,1.98,-17.22,-17.94
65116.9052,2.1,-16.56,-18.6
65116.9252,1.68,-16.14,-18.72
65116.9452,1.38,-14.94,-19.2
65116.9662,0.54,-14.28,-19.56
65116.9862,-0.54,-14.64,-19.56
65117.0072,-1.56,-14.82,-18.84
65117.0272,-3.18,-15.9,-17.64
65117.0472,-5.34,-16.92,-16.2
65117.0682,-6.9,-17.52,-13.92
65117.0882,-8.46,-18.6,-12.42
65117.1082,-9.24,-19.62,-10.2
65117.1282,-9.9,-20.22,-7.98
65117.1482,-10.2,-21.06,-6.66
65117.1682,-10.08,-21.48,-4.26
65117.1882,-9.96,-22.02,-1.68
65117.2082,-9.48,-22.56,0.96
65117.2282,-9.18,-22.44,3.84
65117.2492,-8.46,-22.02,6.78
65117.2692,-7.98,-20.94,9.36
65117.2902,-7.08,-19.56,11.94
65117.3102,-5.52,-18.42,14.28
65117.3302,-3.78,-17.04,16.32
65117.3502,-1.56,-15.42,17.7
65117.3702,0.6,-14.04,19.32
65117.3902,2.64,-12.36,20.64
65117.4101,4.08,-10.68,21.42
65117.4312,5.34,-9.24,22.14
65117.451,6.48,-7.56,22.2
65117.4712,6.72,-6.24,22.32
65117.4912,6.84,-5.22,22.26
65117.5112,6,-4.98,22.26
65117.5312,4.26,-4.68,22.56
65117.5512,1.92,-5.1,22.86
65117.5712,-1.26,-6.3,22.86
65117.5912,-4.92,-6.96,21.84
65117.6112,-8.64,-8.82,20.1
65117.6311,-12.48,-10.02,17.28
65117.6512,-15.54,-11.28,13.74
65117.6712,-17.64,-12.3,10.26
65117.6922,-19.14,-13.02,6.54
65117.7122,-19.38,-14.28,3.78
65117.7322,-19.56,-14.76,1.62
65117.7522,-19.14,-15.6,-0.24
65117.7722,-18.48,-16.2,-1.86
65117.7922,-17.76,-16.32,-3.36
65117.8122,-17.04,-16.98,-4.2
65117.8322,-16.44,-17.52,-4.68
65117.8522,-15.96,-18.18,-4.86
65117.8721,-14.94,-19.02,-4.86
65117.8922,-13.62,-19.8,-4.92
65117.9122,-12.24,-20.4,-4.98
65117.9332,-10.62,-21,-5.22
65117.9532,-9.3,-21.84,-5.34
65117.9732,-7.86,-22.86,-5.28
65117.9932,-6.78,-23.64,-5.28
65118.0132,-5.76,-24.12,-4.62
65118.0332,-4.86,-24.42,-4.44
65118.0532,-4.56,-23.76,-5.1
65118.0732,-4.5,-23.34,-5.88
65118.0932,-4.38,-22.8,-7.32
65118.1132,-4.56,-21.9,-8.88
65118.133,-5.1,-21.48,-10.08
65118.1532,-5.46,-20.94,-11.28
65118.1742,-6.66,-20.22,-12.12
65118.1942,-8.1,-19.32,-12.78
65118.2142,-9,-18.66,-13.08
65118.2342,-10.32,-17.7,-12.78
65118.2542,-11.28,-17.58,-11.7
65118.2742,-12.36,-17.76,-10.26
65118.2942,-13.38,-17.88,-7.56
65118.3142,-13.56,-18.3,-4.56
65118.3342,-13.5,-18.72,-1.86
65118.3542,-12.42,-19.44,1.44
65118.3742,-10.92,-20.1,3.66
65118.3942,-9.54,-20.76,5.28
65118.4142,-8.1,-21,7.02
65118.4352,-7.14,-20.82,8.4
65118.4552,-5.52,-20.28,9.6
65118.4752,-4.2,-19.92,11.28
65118.4952,-2.22,-19.68,12.6
65118.5152,-0.54,-19.5,13.68
65118.5352,0.24,-19.44,14.34
65118.5552,1.56,-18.9,14.82
65118.5752,1.8,-18.12,15.12
65118.5952,1.98,-17.4,15.36
65118.6152,1.62,-17.16,15.9
65118.6352,0.3,-16.86,16.38
65118.6552,-1.32,-16.8,16.74
65118.6752,-3.24,-16.74,16.98
65118.6962,-5.28,-16.32,17.34
65118.7162,-6.84,-16.26,16.86
65118.7362,-8.52,-15.78,16.68
65118.7562,-10.2,-15.06,16.08
65118.7762,-12,-14.46,15
65118.7962,-14.64,-13.86,13.38
65118.8162,-16.8,-13.2,10.62
65118.8362,-18.6,-13.08,7.26
65118.8562,-19.62,-13.2,3.54
65118.8762,-19.56,-13.74,-0.24
65118.8962,-18.84,-14.58,-3.06
65118.9162,-17.94,-15.6,-5.52
65118.9362,-16.44,-17.1,-7.08
65118.9562,-14.16,-18.36,-7.08
65118.9772,-12.18,-20.22,-7.5
65118.9972,-10.26,-21.3,-6.96
65119.0172,-8.16,-21.9,-6.72
65119.0372,-6,-22.68,-5.94
65119.0572,-4.56,-22.92,-4.98
65119.0772,-2.76,-23.4,-4.26
65119.0972,-1.62,-23.76,-3.66
65119.1172,-1.38,-23.82,-3.84
65119.1372,-1.02,-24,-3.96
65119.1572,-1.56,-24.06,-4.08
65119.1772,-3.12,-23.64,-3.72
65119.1972,-5.46,-23.1,-3.54
65119.2172,-8.46,-21.72,-2.94
65119.2372,-11.4,-20.1,-2.46
65119.2572,-14.46,-18.3,-1.68
65119.2772,-16.86,-15.78,-0.06
65119.2982,-18.9,-13.08,2.04
65119.3182,-20.58,-10.44,4.32
65119.3382,-20.94,-8.1,6.84
65119.359,-21.36,-5.88,8.46
65119.3792,-21.36,-4.14,9.9
65119.3992,-21.12,-1.92,11.04
65119.4192,-21.18,0.48,11.64
65119.4392,-21.18,2.46,11.7
65119.4592,-20.88,4.44,11.22
65119.4802,-21,5.58,10.92
65119.5002,-20.88,6.78,10.38
65119.5202,-20.76,7.68,10.38
65119.5402,-20.64,8.58,10.38
65119.5602,-20.52,8.76,10.26
65119.5802,-21,7.98,9.9
65119.6002,-21,6.48,9.84
65119.6212,-21.36,4.26,9.78
65119.6412,-21.06,1.92,9.54
65119.6611,-20.88,-0.84,10.26
65119.6812,-20.58,-3.48,10.8
65119.7012,-19.8,-6.06,11.1
65119.7211,-18.54,-8.58,12.42
65119.7412,-16.92,-10.92,13.02
65119.7612,-14.88,-12.72,13.56
65119.7812,-12.78,-14.52,14.1
65119.802,-11.1,-16.14,13.8
65119.8232,-8.82,-17.22,13.38
65119.8432,-6.9,-18.78,12.42
65119.8632,-5.28,-19.92,11.4
65119.8832,-3.78,-20.94,10.32
65119.9032,-2.22,-22.08,9.18
65119.9232,-0.54,-22.5,9.18
65119.9432,0.96,-22.8,9.06
65119.9642,2.58,-23.04,9.06
65119.9852,3.66,-22.74,9.6
65120.0052,4.26,-22.32,9.36
65120.0252,5.34,-22.08,9.78
65120.0452,5.94,-21.48,10.2
65120.0652,6.6,-21.18,10.32
65120.0852,7.2,-20.88,10.8
65120.1052,7.32,-20.52,10.86
65120.1252,7.44,-20.1,10.92
65120.1452,7.92,-20.22,10.62
65120.1652,7.68,-20.1,10.56
65120.1852,7.68,-20.34,10.38
65120.2052,7.2,-20.52,10.2
65120.2252,6.78,-20.4,10.56
65120.2452,6.36,-21,10.02
65120.2662,5.88,-21.36,9.84
65120.2872,5.16,-22.08,9.66
65120.3072,3.06,-22.38,9.24
65120.3272,1.08,-23.04,8.88
65120.3482,-1.5,-23.22,8.28
65120.3681,-4.32,-22.74,7.74
65120.3882,-6.54,-22.86,6.9
65120.4082,-9.06,-21.9,6.12
65120.4282,-11.58,-21,4.68
65120.4482,-13.5,-19.98,3.24
65120.4692,-15.54,-18.42,2.34
65120.4892,-16.98,-17.22,1.92
65120.5092,-18.06,-15.78,2.04
65120.5292,-19.38,-15,2.04
65120.5491,-20.1,-14.34,2.1
65120.5691,-20.58,-13.8,1.86
65120.5892,-20.64,-13.98,2.4
65120.6102,-20.58,-13.5,2.82
65120.6312,-20.22,-13.5,3.24
65120.6512,-19.98,-13.8,3.6
65120.6712,-19.38,-13.8,3.6
65120.6912,-18.48,-14.46,4.02
65120.7112,-17.04,-15.78,4.8
65120.7312,-15.78,-16.62,5.52
65120.7512,-14.34,-17.88,6.36
65120.7732,-12.72,-19.2,6.9
65120.7932,-11.52,-20.04,7.32
65120.8132,-9.9,-21.18,7.86
65120.8331,-8.64,-21.66,8.46
65120.8542,-6.84,-21.72,9.54
65120.8742,-4.68,-21.3,10.62
65120.8942,-2.28,-20.46,11.94
65120.9142,0.3,-19.5,13.5
65120.9342,2.64,-18.48,14.64
65120.9552,4.38,-17.46,15.9
65120.9752,5.88,-16.44,16.8
65120.9952,6.54,-15.84,17.16
65121.0152,6.66,-15.42,17.64
65121.0352,6.54,-15.72,17.76
65121.0552,5.58,-15.96,17.7
65121.0752,4.56,-16.44,17.34
65121.0952,3.36,-16.92,17.1
65121.1152,0.84,-16.68,16.56
65121.1352,-2.04,-16.8,16.74
65121.1552,-5.04,-15.9,16.92
65121.1752,-8.52,-14.34,16.92
65121.1962,-10.92,-12.36,16.92
65121.2162,-13.26,-9.6,16.62
65121.2362,-15.24,-6.66,16.68
65121.2562,-16.26,-3.3,16.02
65121.2762,-17.1,0.24,16.02
65121.2962,-16.8,3.9,15.54
65121.3172,-16.5,7.62,14.52
65121.3382,-15.96,10.62,14.22
65121.3592,-15.24,13.02,13.32
65121.3792,-15.24,14.34,12.18
65121.3991,-14.52,15,11.22
65121.4202,-14.88,15.06,10.8
65121.4402,-15.3,14.82,9.96
65121.4602,-15.72,14.22,9.54
65121.4701,-17.28,13.56,9.18
65121.4801,-17.28,13.56,9.18
65121.5002,-18.3,12.42,8.34
65121.5202,-19.68,10.98,7.98
65121.5402,-21.06,9.42,7.62
65121.5602,-21.72,7.5,7.62
65121.5802,-22.38,5.52,7.74
65121.6012,-22.8,3,7.92
65121.6212,-22.5,0.42,8.28
65121.6422,-21.54,-2.82,8.22
